id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go to the farm land until it was open and accesible?,What is the type of the road available to the farm land?,How much distance should one travel from the farm land to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the farm land?,What are different Mobile network service providers available at the location of the farm land?,What is the type of structure of the farm land?,What is the type of security available for the farm land?,How many are employed in the farm land?,Where do you get water for operational purposes for the farm land?,How do you deal with the agricultural waste generated from the farm land?,Are the premises of farm land cleaned with disinfectant regularly?,How frequently are the premises at the farm land cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the farm land?,How many hours per day are you facing power cuts in the farm land?,What is the alternative energy source available for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How do you maintain records for operations of the farm land?,What are the areas the farm land gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the farm land?,Are you using digital technologies that can be used in the farm land?,Where do you procure inputs required for the farm land?,What are different chemical inputs used in the farm land?,What is the type of covering material used in the farm land?,What is the water source used for irrigation mechanism?,What is the type of irrigation mechanism used in the farm land?,How does the farm land advertise about the services available?,What is the average operational cost per month to run the farm land?(Excluding Salary of the Employees),How much amount of products are produced in the farm land in a year?(In K.G),What is the average cost per K.G of the products produced from the farm land?(In Rupees),Which type of customers purchase the products produced in the farm land?,How does the customers transport the goods produced from the farm land?,access,road_connectivity,public_transport,mobile_connectivity,accessibility,building_type,security,infrastructure,observation,staff,employability,water_for_operational_purposes,water,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,mobile,communication,records,record_maintenance,support,govt_support,ngo_support,awareness,digital_technologies,general,procurement,chemical_inputs,inputs,covering_material,water_source,type,irrigation,advertisement,marketing,operational_cost,operations,quantity,cost,products,customers,transport_of_goods,logistics,specific,overall score
7212,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.523529999999997,93.83565,1.0,0.5,0.125,0.5,0.6667,0.0,0.3333,0.0667,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.125,0.125,0.0667,1.0,0.5,0.8889,0.5385,100.0,50.0,12.5,50.0,57.5,0.0,33.3333,0.0,49.3333,6.6667,6.6667,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.625,33.3333,33.3333,33.3333,0.0,25.0,88.8889,18.75,12.5,12.5,6.6667,6.6667,100.0,50.0,75.0,88.8889,53.8462,53.8462,36.8152,35.1136
7216,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.5202,93.8393,1.0,0.75,0.125,0.5,0.6667,0.0,0.3333,0.0667,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.125,0.125,0.0667,1.0,0.5,0.8889,0.3846,100.0,75.0,12.5,50.0,65.0,0.0,33.3333,0.0,55.3333,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,16.4028,33.3333,33.3333,33.3333,0.0,25.0,88.8889,18.75,12.5,12.5,6.6667,6.6667,100.0,50.0,75.0,88.8889,38.4615,38.4615,35.2767,35.6315
7220,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.50992,93.84097,1.0,0.25,0.0,0.5,0.1667,1.0,0.3333,0.3333,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.125,0.125,0.1,1.0,0.5,0.8889,0.5385,100.0,25.0,0.0,50.0,47.5,100.0,33.3333,0.0,51.3333,33.3333,33.3333,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,16.2917,33.3333,33.3333,33.3333,0.0,25.0,88.8889,18.75,12.5,12.5,10.0,10.0,100.0,50.0,75.0,88.8889,53.8462,53.8462,37.1485,35.1469
7221,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.51039,93.84002,1.0,0.25,0.0,0.5,0.1667,1.0,0.3333,0.3333,0.2222,0.4,0.0,0.0,1.0,0.6,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.125,0.125,0.1,1.0,0.5,0.8889,0.5385,100.0,25.0,0.0,50.0,47.5,100.0,33.3333,0.0,51.3333,33.3333,33.3333,22.2222,22.2222,40.0,0.0,40.0,80.0,80.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,22.0694,33.3333,33.3333,33.3333,0.0,25.0,88.8889,18.75,12.5,12.5,10.0,10.0,100.0,50.0,75.0,88.8889,53.8462,53.8462,37.1485,36.8802
7280,Agriculture,Farm land,Lower Subansiri,Ziro,Kalong,27.593559999999997,93.8424,1.0,1.0,0.75,0.3333,0.5,0.0,0.0,0.0667,0.2222,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.25,0.375,0.125,0.25,0.02,0.02,0.5,0.2222,0.0769,100.0,100.0,75.0,33.3333,81.6667,0.0,0.0,25.0,65.3333,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.7361,33.3333,33.3333,33.3333,25.0,37.5,22.2222,25.0,25.0,25.0,2.0,2.0,2.0,50.0,26.0,22.2222,7.6923,7.6923,22.0915,32.8574
1009,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.145640000000004,95.73727,1.0,0.25,0.5,1.0,0.6667,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.1333,1.0,0.5,0.1111,0.0769,100.0,25.0,50.0,100.0,67.5,0.0,0.0,0.0,54.0,0.0,0.0,11.1111,11.1111,0.0,0.0,0.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.5139,0.0,0.0,0.0,0.0,25.0,11.1111,18.75,12.5,12.5,13.3333,13.3333,100.0,50.0,75.0,11.1111,7.6923,7.6923,20.0887,27.0896
1021,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.971140000000002,95.5057,1.0,1.0,1.0,1.0,0.3333,0.0,0.0,0.0667,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.25,0.6667,1.0,0.5,0.2222,0.6154,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,80.0,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,33.3333,33.3333,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.0694,0.0,0.0,0.0,0.0,37.5,22.2222,25.0,25.0,25.0,66.6667,66.6667,100.0,50.0,75.0,22.2222,61.5385,61.5385,35.0427,41.9379
1065,Agriculture,Farm land,Papumpare,Doimukh,Chiputa,27.17708,93.78492,1.0,0.5,0.375,0.6667,0.5,0.0,0.3333,0.1333,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.125,1.0,1.0,0.5,0.3333,0.3077,100.0,50.0,37.5,66.6667,65.8333,0.0,33.3333,25.0,56.0,13.3333,13.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.1806,0.0,0.0,0.0,25.0,25.0,33.3333,18.75,12.5,12.5,100.0,100.0,100.0,50.0,75.0,33.3333,30.7692,30.7692,34.5353,34.5683
1072,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.528059999999996,93.77847,1.0,1.0,1.0,0.3333,0.5,0.0,0.0,0.0,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.375,0.0,1.0,0.5,0.3333,0.3846,100.0,100.0,100.0,33.3333,86.6667,0.0,0.0,25.0,69.3333,0.0,0.0,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.0694,0.0,0.0,0.0,25.0,25.0,33.3333,18.75,37.5,37.5,0.0,0.0,100.0,50.0,75.0,33.3333,38.4615,38.4615,29.0545,36.6426
1074,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.52892,93.77355,1.0,1.0,0.925,0.6667,0.5,0.0,0.0,0.0,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.125,0.0,1.0,0.5,0.3333,0.3846,100.0,100.0,92.5,66.6667,91.8333,0.0,0.0,25.0,73.4667,0.0,0.0,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,11.8472,0.0,0.0,0.0,25.0,25.0,33.3333,18.75,12.5,12.5,0.0,0.0,100.0,50.0,75.0,33.3333,38.4615,38.4615,25.3045,35.716
1075,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.52828,93.77871,1.0,1.0,0.95,0.3333,0.5,0.0,0.0,0.0,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.375,0.0,1.0,1.0,0.3333,0.3846,100.0,100.0,95.0,33.3333,85.6667,0.0,0.0,25.0,68.5333,0.0,0.0,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.0694,0.0,0.0,0.0,25.0,25.0,33.3333,18.75,37.5,37.5,0.0,0.0,100.0,100.0,100.0,33.3333,38.4615,38.4615,32.8045,37.9026
1083,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.134109999999996,95.74396999999999,1.0,0.5,0.5,1.0,0.6667,0.0,0.3333,0.1333,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.25,0.125,0.125,0.125,0.0667,0.02,0.5,0.1111,0.2308,100.0,50.0,50.0,100.0,75.0,0.0,33.3333,25.0,63.3333,13.3333,13.3333,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,19.2917,33.3333,33.3333,33.3333,25.0,12.5,11.1111,12.5,12.5,12.5,6.6667,6.6667,2.0,50.0,26.0,11.1111,23.0769,23.0769,18.6105,32.2317
1085,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.134090000000004,95.74459,1.0,0.75,0.5,1.0,0.6667,0.0,0.3333,0.0667,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.015,0.5,0.1111,0.2308,100.0,75.0,50.0,100.0,82.5,0.0,33.3333,0.0,69.3333,6.6667,6.6667,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.625,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,1.5,50.0,25.75,11.1111,23.0769,23.0769,15.4063,32.55
1087,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13545,95.74461,1.0,0.75,0.5,1.0,0.6667,0.0,0.0,0.1333,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.25,0.25,0.125,0.125,0.0,0.01,0.5,0.1111,0.2308,100.0,75.0,50.0,100.0,82.5,0.0,0.0,25.0,66.0,13.3333,13.3333,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,19.2917,33.3333,0.0,16.6667,25.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,1.0,50.0,25.5,11.1111,23.0769,23.0769,16.6188,32.235
1093,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.9741,95.50438,1.0,1.0,1.0,1.0,0.3333,0.0,0.0,0.0667,0.2222,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.3333,0.0,0.25,0.125,0.25,0.0,0.01,0.5,0.2222,0.1538,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,80.0,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,33.3333,33.3333,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.0694,0.0,33.3333,16.6667,0.0,25.0,22.2222,18.75,25.0,25.0,0.0,0.0,1.0,50.0,25.5,22.2222,15.3846,15.3846,17.5857,34.9551
1094,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97735,95.50307,1.0,1.0,1.0,1.0,0.3333,0.0,0.0,0.3333,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.3333,0.0,0.375,0.125,0.25,1.0,1.0,1.0,0.1111,0.3846,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,80.0,33.3333,33.3333,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,33.3333,33.3333,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.7361,0.0,33.3333,16.6667,0.0,37.5,11.1111,25.0,25.0,25.0,100.0,100.0,100.0,100.0,100.0,11.1111,38.4615,38.4615,41.2073,45.2037
1116,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.143140000000002,95.73781,1.0,0.25,0.5,1.0,0.6667,1.0,0.0,0.0,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.1333,1.0,0.5,0.1111,0.0769,100.0,25.0,50.0,100.0,67.5,100.0,0.0,0.0,64.0,0.0,0.0,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.5139,0.0,0.0,0.0,0.0,25.0,11.1111,18.75,12.5,12.5,13.3333,13.3333,100.0,50.0,75.0,11.1111,7.6923,7.6923,20.0887,31.2896
1117,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.14347,95.73764,1.0,0.25,0.5,1.0,0.6667,0.0,0.0,0.0,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.1333,1.0,0.5,0.1111,0.0769,100.0,25.0,50.0,100.0,67.5,0.0,0.0,0.0,54.0,0.0,0.0,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.5139,0.0,0.0,0.0,0.0,25.0,11.1111,18.75,12.5,12.5,13.3333,13.3333,100.0,50.0,75.0,11.1111,7.6923,7.6923,20.0887,28.2896
1212,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.133259999999996,95.74351999999999,1.0,0.5,0.5,1.0,0.6667,0.0,0.3333,0.1333,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.25,0.25,0.125,0.125,0.0667,0.05,0.5,0.1111,0.3077,100.0,50.0,50.0,100.0,75.0,0.0,33.3333,25.0,63.3333,13.3333,13.3333,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,19.2917,33.3333,0.0,16.6667,25.0,25.0,11.1111,18.75,12.5,12.5,6.6667,6.6667,5.0,50.0,27.5,11.1111,30.7692,30.7692,18.3547,32.1294
1272,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.144790000000004,95.73829,1.0,0.25,0.5,1.0,0.6667,0.0,0.0,0.0,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.1333,1.0,0.5,0.1111,0.0769,100.0,25.0,50.0,100.0,67.5,0.0,0.0,0.0,54.0,0.0,0.0,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.7361,0.0,0.0,0.0,0.0,25.0,11.1111,18.75,12.5,12.5,13.3333,13.3333,100.0,50.0,75.0,11.1111,7.6923,7.6923,20.0887,28.9563
1281,Agriculture,Farm land,West Kameng,Singchung,Singchung,27.19662000000001,92.47471,1.0,0.25,0.875,0.6667,0.5,0.0,0.3333,0.1333,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.125,0.125,0.0333,1.0,0.5,0.2222,0.0769,100.0,25.0,87.5,66.6667,68.3333,0.0,33.3333,0.0,58.0,13.3333,13.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.1806,33.3333,33.3333,33.3333,0.0,25.0,22.2222,18.75,12.5,12.5,3.3333,3.3333,100.0,50.0,75.0,22.2222,7.6923,7.6923,25.1998,31.4341
1282,Agriculture,Farm land,West Kameng,Singchung,Singchung,27.19019,92.47295,1.0,0.25,0.85,0.5,0.5,0.0,0.3333,0.2667,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.3333,0.0,0.25,0.125,0.125,0.2,0.2,0.5,0.3333,0.0769,100.0,25.0,85.0,50.0,64.5,0.0,33.3333,0.0,54.9333,26.6667,26.6667,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.9583,0.0,33.3333,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,20.0,20.0,20.0,50.0,35.0,33.3333,7.6923,7.6923,19.4776,29.9585
1349,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13542,95.7443,1.0,0.5,0.5,1.0,0.6667,0.0,0.3333,0.0,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.05,0.5,0.1111,0.4615,100.0,50.0,50.0,100.0,75.0,0.0,33.3333,0.0,63.3333,0.0,0.0,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,17.9583,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,5.0,50.0,27.5,11.1111,46.1538,46.1538,17.9765,31.5781
1358,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13567,95.74465,1.0,0.5,0.5,1.0,0.6667,0.0,0.3333,0.0,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1667,0.0,0.0,0.25,0.125,0.125,0.1333,1.0,0.5,0.1111,0.3846,100.0,50.0,50.0,100.0,75.0,0.0,33.3333,0.0,63.3333,0.0,0.0,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,17.9583,16.6667,0.0,8.3333,0.0,25.0,11.1111,18.75,12.5,12.5,13.3333,13.3333,100.0,50.0,75.0,11.1111,38.4615,38.4615,24.4156,34.1537
1361,Agriculture,Farm land,Tirap,Khonsa,Kaimoi,27.02987000000001,95.4948,1.0,0.25,0.25,1.0,0.5,0.0,0.0,0.0,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.05,0.5,0.2222,0.0769,100.0,25.0,25.0,100.0,62.5,0.0,0.0,0.0,50.0,0.0,0.0,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,11.8472,0.0,0.0,0.0,0.0,12.5,22.2222,12.5,12.5,12.5,0.0,0.0,5.0,50.0,27.5,22.2222,7.6923,7.6923,11.4915,23.1507
1379,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.52822,93.77824,1.0,1.0,0.975,0.3333,0.5,0.0,0.0,0.0,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.125,0.0,0.0,0.5,0.2222,0.0769,100.0,100.0,97.5,33.3333,86.1667,0.0,0.0,25.0,68.9333,0.0,0.0,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.0694,0.0,0.0,0.0,25.0,25.0,22.2222,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,22.2222,7.6923,7.6923,13.6165,30.3474
1554,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.12779,95.70678000000001,1.0,0.5,0.0,0.6667,0.6667,0.0,0.3333,0.0667,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1667,0.0,0.0,0.25,0.125,0.125,0.2,0.03,1.0,0.1111,0.3077,100.0,50.0,0.0,66.6667,58.3333,0.0,33.3333,0.0,50.0,6.6667,6.6667,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.625,16.6667,0.0,8.3333,0.0,25.0,11.1111,18.75,12.5,12.5,20.0,20.0,3.0,100.0,51.5,11.1111,30.7692,30.7692,20.788,28.9027
1714,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.970240000000004,95.50519,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0667,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.125,0.0,1.0,0.5,0.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,80.0,6.6667,6.6667,22.2222,22.2222,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,10.7361,0.0,0.0,0.0,0.0,37.5,0.0,37.5,12.5,12.5,0.0,0.0,100.0,50.0,75.0,0.0,100.0,100.0,30.625,39.4708
1716,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97011,95.50511,1.0,0.25,0.9988,1.0,0.3333,0.0,0.0,0.0667,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.375,0.125,0.25,0.0333,0.01,0.5,0.1111,0.0769,100.0,25.0,99.875,100.0,77.475,0.0,0.0,0.0,61.98,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,33.3333,33.3333,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.0694,33.3333,0.0,16.6667,0.0,37.5,11.1111,25.0,25.0,25.0,3.3333,3.3333,1.0,50.0,25.5,11.1111,7.6923,7.6923,17.2887,29.4303
1717,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97027000000001,95.50496,1.0,0.25,0.9988,1.0,0.3333,0.0,0.0,0.0667,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.375,0.125,0.25,0.0267,0.005,0.5,0.1111,0.0769,100.0,25.0,99.875,100.0,77.475,0.0,0.0,0.0,61.98,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,33.3333,33.3333,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.0694,33.3333,0.0,16.6667,0.0,37.5,11.1111,25.0,25.0,25.0,2.6667,2.6667,0.5,50.0,25.25,11.1111,7.6923,7.6923,17.1845,29.3886
1718,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97062,95.5052,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0667,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.125,0.0,1.0,0.5,0.2222,0.4615,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,80.0,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.7361,0.0,0.0,0.0,0.0,37.5,22.2222,25.0,12.5,12.5,0.0,0.0,100.0,50.0,75.0,22.2222,46.1538,46.1538,24.9626,38.4059
1719,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97086,95.50499,1.0,0.25,1.0,1.0,0.3333,0.0,0.0,0.0667,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.375,0.125,0.25,0.0267,0.006,0.5,0.1111,0.0769,100.0,25.0,100.0,100.0,77.5,0.0,0.0,0.0,62.0,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,33.3333,33.3333,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.0694,33.3333,0.0,16.6667,0.0,37.5,11.1111,25.0,25.0,25.0,2.6667,2.6667,0.6,50.0,25.3,11.1111,7.6923,7.6923,17.192,29.3976
1721,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97052,95.50478000000001,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0667,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1667,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.0667,1.0,0.5,0.2222,0.9231,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,80.0,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,16.6667,0.0,0.0,0.0,16.4028,0.0,0.0,0.0,0.0,25.0,22.2222,18.75,25.0,25.0,6.6667,6.6667,100.0,50.0,75.0,22.2222,92.3077,92.3077,30.8697,41.2687
1738,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97216,95.50355,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.1333,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.25,0.0,0.005,1.0,0.6667,0.2308,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,80.0,13.3333,13.3333,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.4028,0.0,0.0,0.0,0.0,37.5,66.6667,25.0,25.0,25.0,0.0,0.0,0.5,100.0,50.25,66.6667,23.0769,23.0769,25.2619,38.7256
