id,category,sub-category,district,circle,village,latitude,longitude,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,Does this electricity pole also have telephone lines ?,What is the electricity pole made of ?,What is the frequency of maintenance or safety audit ?,Are the wires insulated ?
1571,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19911,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1572,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.197090000000006,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1573,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.197340000000004,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1574,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.197640000000003,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1575,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19799,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1578,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19892,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1580,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19957,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1581,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19985,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1583,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19825,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1585,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19781,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1587,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19695,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1589,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19654,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1590,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.196340000000006,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1591,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19476,N/A,pakka road,4g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1592,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19757,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1593,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.1971,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1594,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19698,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1597,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19577,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1598,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19573,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1599,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19543,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1601,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19504,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1602,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.193720000000006,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1603,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19332,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1604,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19345,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1605,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19388,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1606,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19427,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1610,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19511,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1611,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19506,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1612,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.19499,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1613,Energy & ICT,Electricity Pole,West Kameng,Singchung,Singchung,27.196040000000004,N/A,pakka road,3g reliable,vodafone#bsnl#airtel,yes,steel,monthly,yes
1619,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.08118,N/A,pakka road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1620,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.08117,N/A,pakka road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1621,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.081190000000007,N/A,pakka road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1622,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.0812,N/A,pakka road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1623,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.08136,N/A,pakka road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1624,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.08151,N/A,pakka road,4g reliable,jio#bsnl#airtel,no,steel,monthly,yes
1625,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.08166,N/A,pakka road,4g reliable,jio,no,steel,monthly,yes
1626,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.081740000000003,N/A,pakka road,4g reliable,jio,no,steel,monthly,yes
1628,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.08187,N/A,pakka road,4g reliable,jio,no,steel,monthly,yes
1629,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.08185,N/A,pakka road,4g reliable,jio,no,steel,monthly,yes
1630,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.0819,N/A,pakka road,4g reliable,jio,no,steel,monthly,yes
1632,Energy & ICT,Electricity Pole,East Siang,Mebo,Mottum,28.08185,N/A,pakka road,4g reliable,jio,no,steel,monthly,yes
1636,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.169390000000003,N/A,pakka road,4g reliable,jio#airtel#bsnl,no,steel,monthly,yes
1637,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.16956,N/A,kacha road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1642,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.17141,N/A,kacha road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1644,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.171640000000004,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1647,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.171940000000006,N/A,kacha road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1648,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.1717,N/A,kacha road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1649,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.17115,N/A,kacha road,4g reliable,jio#airtel#bsnl,no,concrete,monthly,yes
1651,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.17052,N/A,kacha road,4g reliable,jio#airtel,no,steel,monthly,yes
1652,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.17015,N/A,kacha road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1653,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.16984,N/A,kacha road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1657,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.1731,N/A,kacha road,4g reliable,jio#airtel#bsnl,no,steel,monthly,yes
1658,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.17293,N/A,kacha road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1659,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.17278,N/A,kacha road,4g reliable,airtel#jio#bsnl,yes,steel,irregular,yes
1660,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.17285,N/A,kacha road,4g reliable,airtel#jio#bsnl,no,steel,monthly,yes
1670,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.16676,N/A,pakka road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1674,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.16621,N/A,pakka road,4g reliable,jio#airtel#bsnl,no,steel,monthly,yes
1675,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.1664,N/A,pakka road,4g reliable,jio#airtel#bsnl,no,steel,monthly,yes
1680,Energy & ICT,Electricity Pole,Tirap,Khonsa,Kaimoi,27.0376,N/A,footway,4g reliable,bsnl#jio#airtel,no,steel,others,no
1691,Energy & ICT,Electricity Pole,Tirap,Khonsa,Khonsa I,27.00076,N/A,footway,4g reliable,vodafone#bsnl#jio#airtel,no,steel,yearly,yes
1698,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.16549,N/A,pakka road,4g reliable,jio#airtel#bsnl,no,steel,monthly,yes
1699,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.16618,N/A,pakka road,4g reliable,jio#airtel#bsnl,no,steel,monthly,yes
1702,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.16652,N/A,pakka road,4g reliable,bsnl#jio#airtel,yes,steel,monthly,yes
1703,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.16647,N/A,pakka road,4g reliable,jio#airtel#bsnl,no,steel,monthly,yes
1704,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.16543,N/A,pakka road,4g reliable,bsnl#jio#airtel,no,steel,monthly,yes
1705,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.16541,N/A,pakka road,4g reliable,jio#airtel#bsnl,no,steel,monthly,yes
1706,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.165840000000006,N/A,pakka road,4g reliable,airtel#jio#bsnl,no,steel,irregular,yes
1707,Energy & ICT,Electricity Pole,East Siang,Mebo,Mebo,28.1659,N/A,pakka road,4g reliable,airtel#jio#bsnl,no,steel,monthly,yes
1709,Energy & ICT,Electricity Pole,Tirap,Khonsa,Kheti,26.97041,N/A,footway,4g reliable,jio#airtel#bsnl,no,steel,irregular,no
1723,Energy & ICT,Electricity Pole,Tirap,Khonsa,Kheti,26.97105,N/A,pakka road,4g reliable,jio#bsnl#airtel,no,steel,irregular,no
1727,Energy & ICT,Electricity Pole,Tirap,Khonsa,Kheti,26.97175,N/A,pakka road,4g reliable,jio#airtel#bsnl,no,steel,irregular,no
1728,Energy & ICT,Electricity Pole,Tirap,Khonsa,Kheti,26.97179,N/A,footway,4g reliable,jio#airtel,no,steel,monthly,no
1729,Energy & ICT,Electricity Pole,Tirap,Khonsa,Kheti,26.97205,N/A,pakka road,4g reliable,jio#bsnl#airtel,no,steel,irregular,no
1730,Energy & ICT,Electricity Pole,Tirap,Khonsa,Kheti,26.972,N/A,pakka road,4g reliable,bsnl#jio#airtel,no,steel,irregular,no
1775,Energy & ICT,Electricity Pole,Tirap,Khonsa,Lapnan,26.99336,N/A,kacha road,3g unreliable,bsnl#airtel,no,steel,others,yes
1776,Energy & ICT,Electricity Pole,Tirap,Khonsa,Lapnan,26.99408,N/A,kacha road,2g reliable,bsnl#airtel,no,steel,others,yes
1779,Energy & ICT,Electricity Pole,Tirap,Khonsa,Lapnan,26.99195,N/A,kacha road,4g unreliable,bsnl#airtel#jio,no,steel,others,no
1781,Energy & ICT,Electricity Pole,Tirap,Khonsa,Lapnan,26.99104,N/A,kacha road,3g unreliable,airtel#bsnl,no,steel,others,no
1782,Energy & ICT,Electricity Pole,Tirap,Khonsa,Lapnan,26.99048,N/A,kacha road,3g unreliable,airtel,no,steel,others,no
1801,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.597490000000004,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,monthly,no
1809,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.595740000000006,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1811,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59633,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1812,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.596190000000004,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1813,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.596090000000004,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1814,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59243,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,monthly,no
1815,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59551,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1818,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59636,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1823,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59741,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,others,no
1824,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59673,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1825,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59669,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1826,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59695,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1827,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59713,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1828,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59715,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1829,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59735,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1830,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59666,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1831,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59568,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1832,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59586,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1833,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.595270000000006,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1834,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59503,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1835,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59508,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1839,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.596290000000003,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1846,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.5949,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1847,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59426,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1848,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59419,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1849,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59442,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1850,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59397,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1851,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59337,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1852,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59275,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,monthly,no
1853,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59281,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,yes
1854,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59298,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1855,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59412,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1857,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59522,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1858,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59508,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1859,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59513,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,others,no
1861,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59571,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1862,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.595240000000004,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1863,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59529,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1864,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59511,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1865,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59587,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1866,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59562,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1867,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.595540000000003,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1868,Energy & ICT,Electricity Pole,Lower Subansiri,Pistana,Did,27.59548,N/A,kacha road,4g unreliable,vodafone#airtel,no,steel,yearly,no
1883,Energy & ICT,Electricity Pole,East Siang,Oyan,Murali,27.89497,N/A,kacha road,3g reliable,jio#bsnl,no,steel,irregular,no
1890,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46198,N/A,kacha road with block point,3g reliable,vodafone#bsnl#airtel,no,concrete#steel,monthly,yes
1891,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.462940000000003,N/A,kacha road with block point,3g reliable,vodafone#bsnl#airtel,no,concrete#steel,monthly,no
1892,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46278,N/A,kacha road with block point,3g reliable,vodafone#bsnl#airtel,no,concrete#steel,monthly,no
1893,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46289,N/A,kacha road with block point,3g reliable,vodafone#bsnl#airtel,no,concrete#steel,monthly,no
1895,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46275,N/A,kacha road with block point,3g reliable,vodafone#bsnl#airtel,no,concrete#steel,monthly,no
1903,Energy & ICT,Electricity Pole,East Siang,Oyan,Sille Village,27.902590000000004,N/A,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,yearly,yes
1904,Energy & ICT,Electricity Pole,East Siang,Oyan,Sille Village,27.902520000000006,N/A,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,yearly,yes
1905,Energy & ICT,Electricity Pole,East Siang,Oyan,Sille Village,27.90233,N/A,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,yearly,yes
1906,Energy & ICT,Electricity Pole,East Siang,Oyan,Sille Village,27.90208,N/A,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,yearly,yes
1907,Energy & ICT,Electricity Pole,East Siang,Oyan,Sille Village,27.90264,N/A,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,yearly,yes
1908,Energy & ICT,Electricity Pole,East Siang,Oyan,Sille Village,27.90203,N/A,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,yearly,yes
1918,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55928,N/A,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
1925,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.479190000000006,N/A,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
1926,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56517,N/A,pakka road,4g reliable,vodafone#airtel#bsnl,no,steel,yearly,yes
1927,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56489,N/A,pakka road,4g reliable,vodafone#airtel#bsnl,no,steel,yearly,yes
1929,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5606,N/A,pakka road,4g reliable,vodafone#airtel#bsnl,no,steel,yearly,yes
1932,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96293,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1933,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96356,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1934,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.9634,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1936,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96375,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1937,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96374,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1938,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96396,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1939,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96385,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1940,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.963490000000004,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1941,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96384,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1942,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96411,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1943,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96769,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1944,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96766,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1945,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.967370000000006,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1946,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96661,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1947,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96657,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1948,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96633,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1949,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.966590000000004,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1950,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96632,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1951,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96586,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1952,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96543,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1953,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.9644,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1954,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96431,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1955,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96426,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1956,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96383,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1957,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96302,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1958,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96376,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1959,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96356,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1960,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.963390000000004,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1961,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96441,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1962,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96468,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1963,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.9652,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1964,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96534,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1965,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96506,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1966,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.9654,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1967,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.9651,N/A,kacha road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1968,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96494,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
1969,Energy & ICT,Electricity Pole,East Siang,Oyan,Rani,27.96361,N/A,pakka road,4g reliable,jio#airtel#others,no,steel,monthly,yes
